RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,State Senate District,State Representative District,EBF Tier,% EBF Capacity to Meet Expectations,# School Enrollment,$ Site-Level Per-Pupil Expenditures - Federal,$ Site-level Per-Pupil Expenditures - State/Local,$ Site-level PEr-Pupil Expenditures - Subtotal,$ District Centralized Per-Pupil Expenditure - Federal,$ District Centralized Per-Pupil Expenditure - State/Local,$ District Centralized Per-Pupil Expenditure - Subtotal,$ Total Per-Pupil Expenditures - Federal,$ Total Per-Pupil Expenditures - State/Local,$ Total Per-Pupil Expenditures - Subtotal,$ Exclusions,$ Total Expenditures,$ Local Property Taxes 2017-18,% Local Property Taxes 2017-18,$ Other Local Funding 2017-18,% Other Local Funding 2017-18,$ General State Aid 2017-18,% General State Aid 2017-18,$ Other State Funding 2017-18,% Other State Funding 2017-18,$ Federal Funding 2017-18,% Federal Funding 2017-18,$ Total Revenue Source 2017-18,$ EAV per Pupil 2017-18,$ Total School Tax Rate per $100 2017-18,$ Instructional Expenditure per Pupil 2017-18,$ Operating Expenditures 2017-18,$ Instruction 2017-18,% Instruction 2017-18,$ General Admin 2017-18,% General Admin 2017-18,$ Supporting Services 2017-18,% Supporting Services 2017-18,$ Other Expenditures 2017-18,% Other Expenditures 2017-18,$ Education Fund 2017-18,% Education Fund 2017-18,$ Operations/B/M 2017-18,% Operations/B/M 2017-18,$ Transportation 2017-18,% Transportation 2017-18,$ Debt Service 2017-18,% Debt Service 2017-18,$ Tort 2017-18,% Tort 2017-18,$ Munic. Ret. / Soc. Security 2017-18,% Munic. Ret. / Soc. Security 2017-18,$ Fire Prev. & Safety 2017-18,% Fire Prev. & Safety 2017-18,$ Capital Projects Fund 2017-18,% Capital Projects Fund 2017-18,$ Total Expenditures 2017-18
160194280260000,District,,DeKalb CUSD 428,DeKalb,Dekalb,UNIT,LARGE,,,,,,,,1,58.3,6541.85,332.0318265,8627.524716,8959.556543,527.8081126,3468.768371,3996.576483,859.8399392,12096.29309,12956.13303,7488670.45,92245749.29,52858083,54.6,4621078,4.8,25575252,26.4,6778615,7,6898447,7.1,96731475,111582.76,7.81,7430.04,12971.08,43620822,42.4,2102355,2,28076873,27.3,29099374,28.3,66003125,64.1,6592429,6.4,5916167,5.7,20678553,20.1,802660,0.8,2282304,2.2,624079,0.6,107,0,102899424
160194280260011,School,DeKalb High School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",35,70,1,58.3,1890.1,60.8035,9078.4575,9139.261,434.0739,4852.1203,5286.1942,494.8774,13930.5778,14425.4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280261010,School,Huntley Middle School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Underperforming,CWD,Schoolwide Title I Program,45,90,1,58.3,855,201.7703,9298.4883,9500.2586,528.2691,3163.9227,3692.1918,730.0394,12462.411,13192.4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280261011,School,Clinton Rosette Middle School,DeKalb CUSD 428,DeKalb,Dekalb,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Underperforming,CWD,,35,70,1,58.3,611.5,223.6568,7444.7846,7668.4414,520.7059,2860.1504,3380.8563,744.3627,10304.935,11049.2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280262005,School,Jefferson Elem School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,35,70,1,58.3,312,403.2416,8838.6732,9241.9148,502.9384,2645.3902,3148.3286,906.18,11484.0634,12390.2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280262006,School,Lincoln Elementary School,DeKalb CUSD 428,DeKalb,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,45,90,1,58.3,296,496.0797,7437.2755,7933.3552,514.3014,2617.4391,3131.7405,1010.3811,10054.7146,11065.0957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280262007,School,Littlejohn Elem School,DeKalb CUSD 428,DeKalb,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,35,70,1,58.3,434,628.442,6920.1947,7548.6367,609.2463,2388.1382,2997.3845,1237.6883,9308.3329,10546.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280262008,School,Tyler Elementary School,DeKalb CUSD 428,De Kalb,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Underperforming,Black,Schoolwide Title I Program,45,90,1,58.3,259.25,913.8919,8648.6182,9562.5101,586.1687,2900.5488,3486.7175,1500.0606,11549.167,13049.2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280262009,School,Cortland Elementary School,DeKalb CUSD 428,Cortland,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,35,70,1,58.3,518,578.6668,9130.0391,9708.7059,540.9691,3110.4405,3651.4096,1119.6359,12240.4796,13360.1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280262011,School,Gwendolyn Brooks Elem Sch,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Underperforming,Black,Schoolwide Title I Program,35,70,1,58.3,317,498.3905,8617.1949,9115.5854,604.7063,3219.6687,3824.375,1103.0968,11836.8636,12939.9604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280262012,School,Malta Elementary School,DeKalb CUSD 428,Malta,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,45,90,1,58.3,325,578.1712,8136.7356,8714.9068,490.7264,2973.5759,3464.3023,1068.8976,11110.3115,12179.2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280262014,School,Founders Elementary School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,35,70,1,58.3,586,505.674,8292.7656,8798.4396,646.3648,2867.996,3514.3608,1152.0388,11160.7616,12312.8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194280263001,School,DeKalb Early Learning and Development Center,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,PreK,PK,,,"Eligible, but Not a Participant in Title I Program",45,90,1,58.3,138,171.0645,11655.4903,11826.5548,917.5349,2895.5794,3813.1143,1088.5994,14551.0697,15639.6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194290260000,District,,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,MEDIUM,,,,,,,,3,92.5,711,330.9740084,8493.785021,8824.75903,155.6560759,4339.897004,4495.55308,486.6300844,12833.68203,13320.31211,1788224.58,11258966.49,9816268,79.1,667422,5.4,689666,5.6,772228,6.2,459636,3.7,12405220,234895.23,6.47,7585.26,15242.55,4686325,41.1,591014,5.2,4093919,35.9,2036803,17.9,7223591,63.3,1368794,12,631206,5.5,1768010,15.5,96440,0.8,320020,2.8,0,0,0,0,11408061
160194290260003,School,Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",35,70,3,92.5,219,89.96,10269.17,10359.13,107.49,4141.27,4248.76,197.45,14410.44,14607.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194290262001,School,Hinckley-Big Rock Middle Sch,Hinckley Big Rock CUSD 429,Big Rock,Dekalb,UNIT,MEDIUM,ELEMENTARY, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,35,70,3,92.5,168,171.06,10393.71,10564.77,132.75,5252.91,5385.66,303.81,15646.62,15950.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194290262002,School,Hinckley-Big Rock Elem Sch,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Targeted Assistance Title I Program,35,70,3,92.5,324,576.8,6308.61,6885.41,200.09,4000.74,4200.83,776.89,10309.35,11086.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194300260000,District,,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,,,,,,,,2,67.4,1999,543.7918959,3567.1996,4110.991496,0,8220.772886,8220.772886,543.7918959,11787.97249,12331.76438,1019017,25670214,15612810,60.9,733620,2.9,5845917,22.8,1841527,7.2,1596626,6.2,25630500,146732.4,5.56,8660.03,11892.24,16266823,64,342902,1.3,6922434,27.2,1888332,7.4,20524955,80.7,1801250,7.1,1037024,4.1,1265722,5,0,0,730238,2.9,61302,0.2,0,0,25420491
160194300260001,School,Sandwich Community High School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,45,90,2,67.4,629,524,2710,3234,0,7815,7815,524,10525,11049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194300261001,School,Sandwich Middle School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,45,90,2,67.4,448,446,4636,5082,0,8261,8261,446,12897,13343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194300262003,School,Lynn G Haskin Elementary School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,ELEMENTARY,PK K 1 2 3,Commendable,All Students,Schoolwide Title I Program,45,90,2,67.4,283,600,3823,4423,0,7765,7765,600,11588,12188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194300262004,School,W W Woodbury Elem School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3,Commendable,All Students,Schoolwide Title I Program,45,90,2,67.4,170,513,2668,3181,0,10074,10074,513,12742,13255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194300262006,School,Prairie View Elem School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,ELEMENTARY, K 1 2 3,Commendable,All Students,,45,90,2,67.4,213,266,2433,2699,0,7939,7939,266,10372,10638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194300262007,School,Herman E Dummer,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,ELEMENTARY, 4 5,Underperforming,CWD,Schoolwide Title I Program,45,90,2,67.4,256,953,5061,6014,0,8655,8655,953,13716,14669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194320260000,District,,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,,,,,,,,2,73,821.81,109.9321647,5267.770785,5377.70295,251.3826,5324.5094,5575.892,361.3147647,10592.28018,10953.59495,1201201.13,10202975,7603510,69.2,553467,5,1582310,14.4,753821,6.9,488045,4.4,10981153,160372.74,6.15,6099.11,11691.26,4639529,45.7,804823,7.9,3204970,31.6,1495719,14.7,7114227,70.1,626759,6.2,465727,4.6,945591,9.3,420577,4.1,221806,2.2,1206,0,349148,3.4,10145041
160194320260003,School,Somonauk High School,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",45,90,2,73,277.41,0,4774.5286,4774.5286,251.3826,5324.5094,5575.892,251.3826,10099.038,10350.4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194320261001,School,Somonauk Middle School,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,MIDDLE SCHL, 5 6 7 8,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",45,90,2,73,249.5,0,5376.5835,5376.5835,251.3826,5324.5094,5575.892,251.3826,10701.0929,10952.4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160194320262001,School,James R Wood Elem School,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4,Commendable,All Students,Schoolwide Title I Program,45,90,2,73,294.9,306.3525,5639.6987,5946.0512,251.3826,5324.5094,5575.892,557.7351,10964.2081,11521.9432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170200150260000,District,,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,,,,,,,,4,105.1,1776.43,1002.499063,6941.76965,7944.268713,0,3037.856949,3037.856949,1002.499063,9979.626599,10982.12566,2334238,21843215.49,16992001,74.3,794570,3.5,2146280,9.4,1497602,6.5,1448719,6.3,22879172,274387.54,3.57,6747.06,10540.25,11006884,51.3,1109504,5.2,5592728,26.1,3741254,17.4,14759959,68.8,1684540,7.9,1348350,6.3,2302875,10.7,766535,3.6,588111,2.7,0,0,0,0,21450370
170200150260001,School,Clinton High School,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,101,4,105.1,538.93,537,7527,8064,0,3029,3029,537,10556,11093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170200150261002,School,Clinton Jr High School,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,101,4,105.1,358.5,482,8344,8826,0,2970,2970,482,11314,11796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170200150262003,School,Douglas Elem School,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,ELEMENTARY,PK K 1,Commendable,All Students,Targeted Assistance Title I Program,51,101,4,105.1,150.75,3625.041459,6759.26534,10384.3068,0,3089,3089,3625.041459,9848.26534,13473.3068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170200150262004,School,Clinton Elem School,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,ELEMENTARY, 2 3 4 5,Underperforming,CWD,Targeted Assistance Title I Program,51,101,4,105.1,509.5,606,5711,6317,0,3084,3084,606,8795,9401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170200150262005,School,Lincoln Elem School,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,ELEMENTARY,PK K 1,Commendable,All Students,Targeted Assistance Title I Program,51,101,4,105.1,173.5,2671.095101,5980,8651.095101,0,2999,2999,2671.095101,8979,11650.0951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170200180260000,District,,Blue Ridge CUSD 18,Farmer City,Dewitt,UNIT,MEDIUM,,,,,,,,3,91.2,697.15,28.32389012,5925.328767,5953.652657,205.2916159,7713.026895,7918.318511,233.615506,13638.35566,13871.97117,957672,10628516.7,8155630,74.4,468593,4.3,851878,7.8,1055807,9.6,424034,3.9,10955942,225981.24,5.44,7746.25,14231.73,4876886,41.7,475649,4.1,3603195,30.8,2734564,23.4,7212013,61.7,1314612,11.2,682809,5.8,1333320,11.4,146312,1.3,306019,2.6,690925,5.9,4284,0,11690294
170200180260001,School,Blue Ridge High School,Blue Ridge CUSD 18,Farmer City,Dewitt,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,101,3,91.2,236.75,0,6877,6877,63,7926,7989,63,14803,14866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170200180262003,School,Ruth M Schneider Elem School,Blue Ridge CUSD 18,Farmer City,Dewitt,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3,Commendable,All Students,Schoolwide Title I Program,51,101,3,91.2,219.4,90,5013,5103,257,7938,8195,347,12951,13298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170200180262005,School,Blue Ridge Intermediate-Jr High Sch,Blue Ridge CUSD 18,Mansfield,Dewitt,UNIT,MEDIUM,ELEMENTARY, 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,51,101,3,91.2,241,0,5821,5821,298,7299,7597,298,13120,13418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530050260000,District,,Woodland CUSD 5,Streator,Livingston,UNIT,MEDIUM,,,,,,,,2,73.3,522.8,271.3685922,5506.602716,5777.971308,27.32995409,6330.416603,6357.746557,298.6985463,11837.01932,12135.71787,1970254.47,8314807.77,3927771,58.8,228884,3.4,1350499,20.2,769369,11.5,407709,6.1,6684232,107127.22,6.75,7704.14,11854.26,3391515,50.9,291541,4.4,2177994,32.7,797028,12,4849872,72.8,396029,5.9,603304,9.1,31828,0.5,84731,1.3,162968,2.4,384083,5.8,145263,2.2,6658078
170530050260001,School,Woodland High School,Woodland CUSD 5,Streator,Livingston,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",53,106,2,73.3,172.5,0,5321,5321,28,6380,6408,28,11701,11729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530050262001,School,Woodland Elementary/Jr High Sch,Woodland CUSD 5,Streator,Livingston,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Underperforming,CWD,Targeted Assistance Title I Program,53,106,2,73.3,350.3,405,5598,6003,27,6306,6333,432,11904,12336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17053006J260000,District,,Tri Point CUSD 6-J,Kempton,Livingston,UNIT,SMALL,,,,,,,,3,90.2,368.5,277.9114111,4923.643806,5201.555217,547.21,8852.25884,9399.46884,825.1214111,13775.90265,14601.02406,228938.1,5609415.465,2705511,58.3,297443,6.4,654944,14.1,632353,13.6,346446,7.5,4636697,196753.33,5.79,8585.54,15315.34,2905776,46.9,496633,8,1900352,30.7,893424,14.4,3958606,63.9,664360,10.7,509211,8.2,445319,7.2,370262,6,155305,2.5,87919,1.4,5203,0.1,6196185
17053006J260001,School,Tri-Point High School,Tri Point CUSD 6-J,Cullom,Livingston,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",53,106,3,90.2,100.75,0,9193.2,9193.2,547.21,8477.83,9025.04,547.21,17671.03,18218.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17053006J262005,School,Tri Point Elementary School,Tri Point CUSD 6-J,Kempton,Livingston,UNIT,SMALL,ELEMENTARY,PK K 1 2 3,Commendable,All Students,Schoolwide Title I Program,53,106,3,90.2,105.25,973.02,4086.47,5059.49,547.21,9213.24,9760.45,1520.23,13299.71,14819.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17053006J262006,School,Tri-Point Jr High/Elementary,Tri Point CUSD 6-J,Piper City,Livingston,UNIT,SMALL,ELEMENTARY,PK 4 5 6 7 8,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",53,106,3,90.2,162.5,0,2818.75,2818.75,547.21,8850.6,9397.81,547.21,11669.35,12216.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530080260000,District,,Prairie Central CUSD 8,Fairbury,Livingston,UNIT,LARGE,,,,,,,,2,73,1753.3,209.2377437,8354.590844,8563.828588,1.44,3502.52,3503.96,210.6777437,11857.11084,12067.78859,2220162,23378615.73,12963614,55.4,1562512,6.7,5977235,25.5,1838463,7.9,1072086,4.6,23413910,126877.07,5.66,7063.59,11081.42,12075979,53.3,684184,3,6664517,29.4,3234651,14.3,16676678,73.6,1252236,5.5,1522982,6.7,1580750,7,483161,2.1,712849,3.1,14448,0.1,416227,1.8,22659331
170530080260001,School,Prairie Central High School,Prairie Central CUSD 8,Fairbury,Livingston,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,53,105,2,73,533,99.65,9306.74,9406.39,1.44,3502.52,3503.96,101.09,12809.26,12910.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530080261001,School,Prairie Central Jr High School,Prairie Central CUSD 8,Forrest,Livingston,UNIT,LARGE,MIDDLE SCHL, 7 8,Underperforming,CWD,Schoolwide Title I Program,53,105,2,73,292.5,286.24,7965,8251.24,1.44,3502.52,3503.96,287.68,11467.52,11755.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530080262001,School,Prairie Central Primary West,Prairie Central CUSD 8,Chenoa,Livingston,UNIT,LARGE,ELEMENTARY,PK K 1,Commendable,All Students,Schoolwide Title I Program,53,105,2,73,188.55,288.37,8316.13,8604.5,1.44,3502.52,3503.96,289.81,11818.65,12108.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530080262005,School,Prairie Central Elem School,Prairie Central CUSD 8,Fairbury,Livingston,UNIT,LARGE,ELEMENTARY, 2 3 4,Commendable,All Students,Schoolwide Title I Program,53,105,2,73,351.5,235.51,7518.33,7753.84,1.44,3502.52,3503.96,236.95,11020.85,11257.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530080262006,School,Prairie Central Primary East,Prairie Central CUSD 8,Chatsworth,Livingston,UNIT,LARGE,ELEMENTARY,PK K 1,Commendable,All Students,Schoolwide Title I Program,53,106,2,73,123.25,339.81,9639.34,9979.15,1.44,3502.52,3503.96,341.25,13141.86,13483.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530080262007,School,Prairie Central Upper Elementary,Prairie Central CUSD 8,Forrest,Livingston,UNIT,LARGE,ELEMENTARY, 5 6,Exemplary,All Students,Schoolwide Title I Program,53,105,2,73,264.5,192.75,7406.81,7599.56,1.44,3502.52,3503.96,194.19,10909.33,11103.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530740270000,District,,Flanagan-Cornell Dist 74,Flanagan,Livingston,UNIT,SMALL,,,,,,,,2,72.1,338.375,331.1532176,8762.2642,9093.417418,344.06,4395.39,4739.45,675.2132176,13157.6542,13832.86742,424919.5,5105616.013,3568356,63.1,695875,12.3,744244,13.2,464791,8.2,184012,3.3,5657278,397208.43,4.35,8057.91,12519.88,2629617,50.3,318639,6.1,1383245,26.4,898433,17.2,3556394,68,648162,12.4,438072,8.4,165349,3.2,92596,1.8,118436,2.3,17512,0.3,193413,3.7,5229934
170530740270001,School,Flanagan-Cornell High School,Flanagan-Cornell Dist 74,Flanagan,Livingston,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",53,106,2,72.1,147.375,0,8933.81,8933.81,344.06,4395.39,4739.45,344.06,13329.2,13673.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530740272001,School,Flanagan Elem School,Flanagan-Cornell Dist 74,Flanagan,Livingston,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,53,106,2,72.1,191,586.67,8629.9,9216.57,344.06,4395.39,4739.45,930.73,13025.29,13956.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170530900170000,District,,Pontiac Twp HSD 90,Pontiac,Livingston,HIGH SCHOOL,MEDIUM,,,,,,,,1,61.7,683,285,12988,13273,0,0,0,285,12988,13273,966339,10031798,5925112,56.2,1465328,13.9,2326752,22.1,631497,6,193279,1.8,10541968,326131.79,2.48,7794.73,13197.81,4704430,48.3,372014,3.8,2957216,30.3,1712868,17.6,7039127,72.2,748521,7.7,606668,6.2,833032,8.5,61196,0.6,286782,2.9,7358,0.1,163844,1.7,9746528
170530900170001,School,Pontiac High School,Pontiac Twp HSD 90,Pontiac,Livingston,HIGH SCHOOL,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,53,106,1,61.7,683,285,12988,13273,0,0,0,285,12988,13273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170532300170000,District,,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,SMALL,,,,,,,,2,78,230.06,254.9731,18328.9041,18583.8772,0,0,0,254.9731,18328.9041,18583.8772,670555,4945961.789,4073623,73.8,416421,7.5,642373,11.6,290754,5.3,97836,1.8,5521007,435756.85,3.01,8941.81,17982,2052951,42.2,214230,4.4,1710452,35.2,881561,18.1,3502580,72.1,350513,7.2,387003,8,257820,5.3,82531,1.7,129290,2.7,0,0,149457,3.1,4859194
170532300170001,School,Dwight High School,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,SMALL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,53,106,2,78,230.06,254.9731,18328.9041,18583.8772,0,0,0,254.9731,18328.9041,18583.8772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170532320020000,District,,Dwight Common SD 232,Dwight,Livingston,ELEMENTARY,MEDIUM,,,,,,,,2,76.8,495.5,267.554,9486.0364,9753.5904,0,0,0,267.554,9486.0364,9753.5904,828552.58,5661456.623,3811332,67.6,351219,6.2,727043,12.9,480005,8.5,265261,4.7,5634860,214752.92,3.4,5865.73,8802.34,2781411,52.6,149762,2.8,1498263,28.3,861404,16.3,4026788,76.1,381359,7.2,193187,3.7,368417,7,78810,1.5,157898,3,0,0,84381,1.6,5290840
170532320022001,School,Dwight Common School,Dwight Common SD 232,Dwight,Livingston,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,53,106,2,76.8,495.5,267.554,9486.0364,9753.5904,0,0,0,267.554,9486.0364,9753.5904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170534250040000,District,,Rooks Creek CCSD 425,Graymont,Livingston,ELEMENTARY,SMALL,,,,,,,,4,133.5,44.96,354,14849,15203,0,1546,1546,354,16395,16749,23000,776035.04,664906,80.6,30267,3.7,53639,6.5,52846,6.4,23123,2.8,824781,378533.45,3.71,8121.57,15774.98,379196,46,190456,23.1,194721,23.6,60227,7.3,646732,78.4,72107,8.7,41930,5.1,0,0,14752,1.8,21240,2.6,0,0,27839,3.4,824600
170534250042001,School,Graymont Elem School,Rooks Creek CCSD 425,Graymont,Livingston,ELEMENTARY,SMALL,ELEMENTARY, K 1 2 3 4 5 6 7 8,Commendable,All Students,,53,106,4,133.5,44.96,354,14849,15203,0,1546,1546,354,16395,16749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
